,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.3999999999999,1711.3999999999999,1710.3999999999999,1710.3999999999999,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.3999999999999,1701.3999999999999,1701.3999999999999,,,,,,,,,,,,,,,,,,,,1710.3999999999999,1710.3999999999999,1709.3992067061395,1708.3996032805326,1709.3999999999999,1708.3999999999999,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.3999999999999,1701.3999999999999,1699.3999999999999,1700.3999999999999,1701.3999999999999,,,,,,,,,,,,,,,,,,1711.3999999999999,1709.3999999999999,1709.3985980338462,1707.3985717881023,1707.398333724064,1708.398878282629,1707.3999999999999,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.3999999999999,1699.3999999999999,1701.3999999999999,1700.3999999999999,1699.3999999999999,1699.3999999999999,1700.3988102762614,1699.3989337692844,1699.3999999999999,1704.3999999999999,,,,,,,1706.3999999999999,1706.3999999999999,,,,,,1709.3999999999999,1710.3999999999999,1710.3999999999999,1710.3999999999999,1710.3999999999999,1707.3992067061395,1708.3980377515743,1704.3987907288058,1704.3978180006643,1706.3976218481541,1704.400403770517,1706.3999999999999,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.3999999999999,1698.3999999999999,1698.3999999999999,1697.3999999999999,1698.399438996472,1698.3992067061395,1700.3983178568933,1697.3988102762614,1698.3988102762614,1697.399435983894,1699.3989684497599,1700.3996032805326,1702.3999999999999,1702.3999999999999,1705.3999999999999,1705.3999999999999,1706.3999999999999,1706.3999999999999,1706.3999999999999,1705.3999999999999,1706.3999999999999,1705.3999999999999,1707.3999999999999,1709.3999999999999,1706.3999999999999,1706.3999999999999,1708.3999999999999,1708.399438996472,1709.3988102762614,1708.3991586034388,1706.3991586034388,1705.398680678087,1705.3983178568933,1701.3999041319069,1700.4005315683582,1700.4005290031846,1701.3988102762614,1704.3999999999999,1702.3999999999999,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.3999999999999,1697.3999999999999,1697.399438996472,1696.3996032805326,1697.3992067061395,1697.3991586034388,1696.399101784554,1696.3991586034388,1694.400538439373,1695.3989828393558,1697.398878282629,1699.3991586034388,1700.3998161326322,1703.3988102762614,1704.3991586034388,1705.3991586034388,1704.3999999999999,1706.3991586034388,1705.3992067061395,1706.3984139903412,1702.4009514136744,1703.3996032805326,1705.3988102762614,1705.3988102762614,1708.3980178478234,1707.3984139903412,1703.401605284927,1708.3980178478234,1708.3991586034388,1706.3986557505834,1706.3984139903412,1705.3987095508328,1703.3982607929688,1701.3977132086193,1699.3979447013312,1699.396730349918,1699.3984139903412,1698.3995175695527,1700.3988102762614,1700.3999999999999,1700.3999999999999,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.3999999999999,1697.3999999999999,1698.3980178478234,1696.3991586034388,1695.3988318160152,1695.3985717881023,1695.3988102762614,1694.3978280195593,1694.3980178478234,1693.3984583953559,1693.3990545751947,1696.3986006618882,1698.3990943870738,1699.3996099491362,1701.3990447103188,1702.3998700453903,1705.3988102762614,1704.3991021783625,1704.3992067061395,1703.3999817815816,1704.399438996472,1704.3991586034388,1702.3993562664807,1702.399367361635,1702.3988097313154,1703.3993941209228,1704.3991586034388,1703.4002867473882,1706.3988102762614,1706.398878282629,1705.3986006618882,1702.400195643464,1703.3983178568933,1701.3977276385,1698.3984290031144,1695.3991983077913,1694.3989119094738,1695.396944151591,1696.3976218481541,1697.39757249809,1697.3988102762614,1699.3999999999999,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1699.3999999999999,1698.3999999999999,1698.3999999999999,1698.3999999999999,1693.3997194619265,1693.4002914995185,1694.3988102762614,1693.3986006618882,1692.3992396109443,1692.3989186127321,1691.3988102762614,1689.3996786972089,1690.399189679357,1693.3988102762614,1695.399119924414,1697.3990278737137,1700.3988102762614,1701.399438996472,1702.3992067061395,1702.3998161326322,1704.3988102762614,1702.3982206281698,1702.39722281404,1703.3985980338462,1703.3980178478234,1701.3986006618882,1700.39799944024,1699.4002815308681,1701.3992353314848,1702.3991586034388,1702.399074473568,1705.3976218481541,1704.3985980338462,1702.3993265531376,1702.3988102762614,1700.3985173231997,1697.3988458988485,1695.3985468370638,1693.3979127162822,1691.3976670902246,1690.3972123623146,1690.3991667268654,1694.3980178478234,1694.398469885874,1696.3999999999999,1696.3999999999999,1695.3999999999999,,,,,
,,,,,,,,,,,,,,,,,,,,,,1699.3999999999999,1700.3999999999999,1700.3999999999999,1697.3991586034388,1696.398878282629,1694.398878282629,1693.3988102762614,1692.3982639737956,1691.399522701706,1690.399900419904,1690.3991181653118,1690.3988102762614,1688.3996019165297,1687.4004823830328,1690.3988102762614,1692.3991204122342,1694.3992471115484,1697.3988102762614,1699.398990048076,1701.3991586034388,1700.400256806781,1701.3996032805326,1701.3998161326322,1702.3984139903412,1698.399984064656,1700.3984139903412,1698.3999238340662,1698.3987051432823,1697.3983752934034,1699.3985980338462,1699.399235180016,1700.3991586034388,1700.3992067061395,1699.3994854071864,1701.3980178478234,1700.398878282629,1699.3993508370406,1699.3985980338462,1696.3985980338462,1693.3986809804555,1690.3982544042024,1687.3992817116787,1685.399389542552,1687.3976218481541,1689.3970043634547,1691.3984139903412,1691.3988102762614,1691.3984139903412,1693.3999999999999,1693.3999999999999,1692.3999999999999,,,
,,,,,,,,,,,,,,,,,,,,,,1700.3999999999999,1698.3997194619265,1698.3988102762614,1695.3998161326322,1694.3987095508328,1692.3993265531376,1690.3994411343492,1689.3991992646943,1689.3985443159497,1689.3984139903412,1688.398407028546,1687.3991928469484,1686.3994699890306,1686.399986078862,1689.3982272823082,1692.3985980338462,1694.3991586034388,1696.3990741684654,1698.3987095508328,1699.3980760861175,1700.398878282629,1700.3988914422546,1700.3988102762614,1699.3980283461124,1697.3988102762614,1696.3983989323451,1696.3988102762614,1695.3988219636265,1694.3995023374125,1697.3985980338462,1697.3991251089533,1699.3988102762614,1698.3985717881023,1698.3991586034388,1696.4007038515228,1698.3991586034388,1697.398878282629,1696.3985196000585,1694.398937108412,1691.3990783181825,1689.3983178568933,1685.398292494763,1683.3990105641835,1681.4003773713093,1686.3980178478234,1687.3982590656292,1688.3975406120105,1687.3992954990015,1691.3984139903412,1689.3996032805326,1691.3999999999999,1691.3999999999999,,
