node_id,initial_elevation,final_msp_0.0,final_msp_0.2,final_msp_0.4,final_msp_0.6,final_msp_0.8,final_msp_1.0
2051,1660.0,1660.0,1660.0,1660.0,1660.0,1660.0,1660.0
